gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,LTV,CustomerSegment
0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,0,2,20.0,20.0,0,20.0,Low Value
1,0,0,0,62,1,2,1,0,0,2,0,2,2,1,1,2,96.75,6125.4,1,5998.5,High Value
0,1,1,0,70,1,2,1,0,0,0,0,0,0,2,1,1,75.65,5411.4,0,5295.5,High Value
0,0,0,0,10,1,2,1,0,0,0,2,2,2,0,1,2,98.5,1058.25,1,985.0,Low Value
1,0,1,1,39,1,2,2,1,1,1,1,1,1,2,1,3,23.8,903.8,0,928.2,Low Value
0,0,1,0,46,1,0,0,0,2,0,2,2,0,2,1,1,64.2,3009.5,0,2953.2000000000003,Medium Value
1,0,0,0,6,1,0,1,0,2,0,0,2,0,0,1,2,85.35,489.45,1,512.0999999999999,Low Value
0,0,1,1,72,1,2,0,0,0,2,0,2,2,2,1,0,76.8,5468.45,0,5529.599999999999,High Value
1,0,0,0,18,1,0,0,0,0,2,2,0,0,0,0,1,55.2,1058.1,0,993.6,Low Value
1,0,1,0,71,1,2,1,2,0,2,2,2,2,2,1,1,108.55,7616.0,0,7707.05,High Value
1,0,1,0,40,1,2,1,0,2,0,0,2,2,0,1,2,101.3,4113.1,1,4052.0,Medium Value
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.55,69.55,1,69.55,Low Value
1,0,0,0,58,1,2,1,0,2,2,0,2,2,1,1,0,103.25,6017.65,1,5988.5,High Value
1,0,0,0,70,1,2,1,2,0,0,2,2,2,2,1,1,104.0,7250.15,1,7280.0,High Value
0,0,1,0,42,1,2,2,1,1,1,1,1,1,2,0,2,25.25,1108.2,0,1060.5,Medium Value
1,0,1,1,34,0,1,0,2,0,0,0,0,0,1,0,0,30.4,938.65,0,1033.6,Medium Value
1,1,0,0,5,1,0,2,1,1,1,1,1,1,0,0,0,20.05,94.15,0,100.25,Low Value
0,0,0,0,25,1,2,1,0,0,0,0,2,0,0,1,3,84.6,2088.05,0,2115.0,Medium Value
0,0,0,0,2,1,0,1,0,0,2,0,0,2,0,1,3,86.2,178.7,1,172.4,Low Value
0,0,1,1,55,1,0,1,0,2,2,2,2,2,1,1,0,103.7,5656.75,0,5703.5,High Value
1,0,1,0,21,1,2,1,0,2,2,2,2,2,0,1,2,111.2,2317.1,1,2335.2000000000003,Medium Value
1,0,1,0,70,1,2,1,2,2,0,2,0,0,2,1,1,88.0,5986.45,0,6160.0,High Value
0,0,1,0,61,1,2,1,0,0,2,2,2,2,0,1,2,106.35,6751.35,0,6487.349999999999,High Value
1,0,1,1,43,1,0,0,2,0,2,2,2,2,2,1,1,79.15,3566.6,0,3403.4500000000003,Medium Value
1,0,0,0,47,1,2,1,0,2,2,0,2,2,1,1,2,103.1,4889.3,0,4845.7,Medium Value
1,0,0,0,5,1,0,0,0,0,2,2,2,0,0,1,1,63.95,318.1,0,319.75,Low Value
0,0,0,0,62,1,2,2,1,1,1,1,1,1,2,1,1,25.8,1563.95,0,1599.6000000000001,Medium Value
0,0,1,1,16,1,0,1,0,2,2,0,2,0,0,1,1,89.45,1430.25,1,1431.2,Medium Value
1,1,1,0,7,1,2,1,0,0,0,0,2,2,0,1,0,95.6,644.35,1,669.1999999999999,Low Value
0,0,1,1,14,1,2,2,1,1,1,1,1,1,0,0,3,25.55,372.45,0,357.7,Low Value
1,0,1,1,60,1,0,1,0,2,2,0,2,0,1,0,2,90.95,5453.4,1,5457.0,High Value
1,0,1,1,34,0,1,0,0,0,2,2,2,0,0,1,2,44.85,1442.6,0,1524.9,Medium Value
0,0,1,0,50,1,2,1,2,2,0,2,2,2,1,0,2,108.55,5610.7,1,5427.5,High Value
1,0,1,1,38,1,2,2,1,1,1,1,1,1,2,0,1,25.05,963.95,0,951.9,Low Value
0,0,1,1,70,1,0,0,2,2,2,2,0,2,1,0,1,74.1,5222.3,0,5187.0,High Value
0,0,1,1,37,1,2,1,0,2,0,0,2,0,0,1,2,88.8,3340.55,0,3285.6,Medium Value
0,1,0,0,4,1,0,1,0,0,0,0,2,0,0,1,2,78.85,292.8,1,315.4,Low Value
1,1,1,1,60,1,2,1,2,2,0,0,0,2,0,1,2,93.25,5774.55,0,5595.0,High Value
1,0,1,1,62,1,0,0,2,0,2,2,0,2,1,0,1,71.4,4487.3,0,4426.8,Medium Value
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,44.4,44.4,1,44.4,Low Value
1,0,0,0,36,1,0,0,2,0,2,2,2,2,0,1,1,79.2,2854.95,0,2851.2000000000003,Medium Value
1,0,0,0,44,1,0,2,1,1,1,1,1,1,2,0,1,20.4,905.55,0,897.5999999999999,Low Value
0,1,0,0,55,1,2,1,0,0,2,0,2,2,1,1,2,100.0,5509.3,1,5500.0,High Value
0,0,1,0,72,1,2,1,2,0,2,0,2,2,2,1,1,105.0,7589.8,0,7560.0,High Value
0,0,1,1,12,1,0,2,1,1,1,1,1,1,1,0,0,19.8,229.6,1,237.60000000000002,Low Value
0,0,0,0,13,0,1,0,2,0,0,0,0,0,0,1,0,30.85,394.1,0,401.05,Low Value
1,0,0,0,1,1,0,1,0,0,0,0,2,2,0,1,2,89.9,89.9,1,89.9,Low Value
0,0,1,1,15,1,0,2,1,1,1,1,1,1,1,0,3,20.55,295.95,0,308.25,Low Value
0,0,0,0,65,1,0,0,2,2,2,2,2,2,2,1,0,84.85,5459.2,0,5515.25,High Value
0,0,1,1,12,0,1,0,2,0,0,2,0,0,1,0,1,33.15,444.75,0,397.79999999999995,Low Value
1,0,1,0,72,1,2,0,2,2,2,2,2,2,2,1,1,92.0,6782.15,0,6624.0,High Value
0,0,1,1,72,1,2,0,2,2,2,2,2,2,2,0,1,89.8,6510.45,0,6465.599999999999,High Value
0,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,0,115.8,8476.5,0,8337.6,High Value
1,0,0,1,52,1,2,0,2,2,0,2,2,2,2,1,3,85.15,4461.85,0,4427.8,Medium Value
1,0,0,0,2,1,2,2,1,1,1,1,1,1,0,0,3,24.85,62.0,0,49.7,Low Value
0,0,0,0,5,1,0,0,2,0,0,2,2,0,0,1,2,64.35,352.65,0,321.75,Low Value
0,0,0,0,68,1,0,2,1,1,1,1,1,1,2,0,1,20.5,1424.9,0,1394.0,Medium Value
0,0,0,1,62,1,2,1,0,0,2,0,2,2,1,1,2,100.15,6413.65,1,6209.3,High Value
1,0,0,0,72,1,2,0,2,2,0,2,2,2,2,0,1,86.05,6309.65,0,6195.599999999999,High Value
1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,2,50.8,50.8,1,50.8,Low Value
0,0,1,0,66,1,2,1,2,2,0,2,0,0,1,0,2,89.0,5898.6,0,5874.0,High Value
1,0,1,1,72,0,1,0,2,2,2,2,2,2,2,1,1,64.8,4719.75,0,4665.599999999999,Medium Value
1,0,0,0,26,1,0,2,1,1,1,1,1,1,1,0,1,19.8,457.3,0,514.8000000000001,Low Value
1,0,1,1,64,1,2,1,2,0,2,0,0,2,2,0,0,93.4,5822.3,0,5977.6,High Value
1,1,1,0,20,1,0,1,0,2,0,0,0,0,0,1,2,73.65,1463.5,1,1473.0,Medium Value
0,0,0,0,3,1,0,1,0,2,0,0,2,2,0,1,2,95.1,307.4,1,285.29999999999995,Low Value
1,0,0,0,22,1,2,1,0,0,0,0,2,2,0,1,1,94.65,2104.55,1,2082.3,Medium Value
1,0,1,0,4,1,0,1,0,0,2,2,0,0,0,1,3,80.6,319.15,1,322.4,Low Value
1,0,1,0,62,0,1,0,0,0,0,2,2,0,2,1,0,39.0,2337.45,0,2418.0,Medium Value
0,0,0,0,5,1,0,2,1,1,1,1,1,1,0,1,3,20.5,104.3,0,102.5,Low Value
1,0,1,0,59,1,2,1,0,0,0,0,0,2,1,0,2,85.55,5084.65,1,5047.45,High Value
1,0,0,1,3,1,2,2,1,1,1,1,1,1,2,1,3,26.4,121.25,0,79.19999999999999,Low Value
0,0,1,0,72,1,2,1,2,0,2,2,2,0,2,1,0,98.2,7015.9,0,7070.400000000001,High Value
1,0,1,1,57,1,0,1,0,2,2,0,2,2,1,1,1,97.55,5598.0,0,5560.349999999999,High Value
1,0,0,1,66,1,0,2,1,1,1,1,1,1,2,0,1,19.95,1269.1,0,1316.7,Medium Value
0,0,0,0,60,0,1,0,0,2,0,0,2,2,0,1,2,50.8,3027.4,1,3048.0,Medium Value
1,0,0,1,45,1,2,1,0,0,2,0,2,2,2,0,0,99.7,4634.35,0,4486.5,Medium Value
0,0,0,0,3,0,1,0,0,0,0,0,2,0,0,1,1,34.8,113.95,0,104.39999999999999,Low Value
0,0,0,0,15,1,0,1,2,0,2,2,2,2,0,0,2,105.1,1582.75,1,1576.5,Medium Value
0,0,0,1,51,0,1,0,2,0,2,2,2,2,1,0,0,60.15,3077.0,0,3067.65,Medium Value
0,0,0,0,60,1,2,0,2,0,2,2,0,0,1,0,2,64.75,4039.5,0,3885.0,Medium Value
1,0,0,0,33,1,2,0,0,2,0,0,0,0,0,1,0,54.65,1665.2,0,1803.45,Medium Value
1,0,0,0,10,1,0,1,2,2,2,2,2,2,0,1,2,110.1,1043.3,1,1101.0,Medium Value
1,1,0,0,26,1,0,2,1,1,1,1,1,1,1,0,1,19.3,504.2,0,501.8,Low Value
0,0,0,0,6,1,0,1,0,0,2,0,0,2,0,0,2,83.9,497.55,1,503.40000000000003,Low Value
0,0,1,0,67,1,2,1,2,0,2,2,2,2,1,1,2,111.25,7511.65,0,7453.75,High Value
0,0,1,1,49,0,1,0,2,0,0,2,0,0,1,1,1,35.8,1782.0,0,1754.1999999999998,Medium Value
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.05,20.05,0,20.05,Low Value
0,1,0,0,7,1,0,1,0,0,2,0,2,0,0,1,2,84.35,609.65,0,590.4499999999999,Low Value
0,1,0,0,27,1,2,1,2,2,2,0,2,2,1,1,0,110.5,2857.6,0,2983.5,Medium Value
1,0,1,1,37,1,0,1,0,0,0,0,2,2,1,0,1,91.2,3247.55,0,3374.4,Medium Value
0,0,1,1,63,1,2,1,2,2,2,0,2,0,0,1,2,100.55,6215.35,1,6334.65,High Value
1,0,1,1,31,1,2,1,2,0,2,2,0,0,0,0,2,89.3,2823.0,0,2768.2999999999997,Medium Value
1,0,1,1,50,1,2,1,0,2,2,0,2,2,0,1,0,103.85,5017.9,1,5192.5,High Value
1,1,0,0,32,1,2,1,0,0,2,0,0,0,0,1,1,81.1,2619.25,0,2595.2,Medium Value
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,24.6,24.6,1,24.6,Low Value
0,0,1,0,63,1,2,1,0,0,0,2,0,0,1,1,1,81.2,4965.1,0,5115.6,High Value
1,0,0,0,30,1,2,1,2,2,0,0,0,2,0,1,1,94.3,2679.7,0,2829.0,Medium Value
1,0,1,0,71,1,2,1,2,2,2,2,2,2,2,1,0,116.1,8310.55,0,8243.1,High Value
0,0,0,0,53,1,2,1,0,2,2,0,2,2,2,0,2,105.55,5682.25,0,5594.15,High Value
0,0,0,0,12,1,0,1,2,0,0,2,2,2,0,1,0,98.9,1120.95,1,1186.8000000000002,Medium Value
1,0,1,0,50,1,2,1,2,2,0,0,0,2,0,1,1,94.4,4914.9,0,4720.0,Medium Value
0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,19.5,27.55,0,39.0,Low Value
0,0,0,0,9,1,2,1,0,0,2,0,2,2,0,0,1,98.3,923.5,1,884.6999999999999,Low Value
1,0,0,0,17,1,0,1,2,0,0,0,2,2,0,0,2,93.85,1625.65,1,1595.4499999999998,Medium Value
0,0,1,0,56,1,0,1,2,2,2,0,2,2,1,1,1,105.6,6068.65,0,5913.599999999999,High Value
1,0,1,1,67,1,0,0,2,2,2,0,2,2,2,0,1,81.35,5398.6,0,5450.45,High Value
1,1,0,0,9,1,2,1,0,0,2,0,2,2,0,1,2,100.5,918.6,1,904.5,Low Value
1,0,0,0,4,1,0,0,0,0,0,0,2,0,0,1,2,56.4,234.85,0,225.6,Low Value
1,0,0,0,19,1,0,0,0,2,0,2,0,2,1,1,0,65.35,1231.85,0,1241.6499999999999,Medium Value
0,0,0,1,8,1,0,2,1,1,1,1,1,1,0,0,3,19.95,170.9,0,159.6,Low Value
0,0,0,0,71,1,2,1,0,2,2,2,2,2,2,1,2,111.25,7984.15,0,7898.75,High Value
1,1,0,0,10,1,0,1,0,2,0,0,0,0,0,1,2,72.85,688.65,1,728.5,Low Value
0,1,0,0,15,1,2,1,0,2,0,0,2,0,0,0,1,89.0,1288.3,0,1335.0,Medium Value
1,0,1,1,72,1,2,1,2,0,2,0,2,2,1,1,0,106.1,7848.5,0,7639.2,High Value
1,0,0,0,12,1,0,2,1,1,1,1,1,1,1,0,1,20.05,267.0,0,240.60000000000002,Low Value
1,0,1,1,72,1,2,2,1,1,1,1,1,1,2,1,0,25.2,1798.9,0,1814.3999999999999,Medium Value
1,1,1,0,1,1,2,1,0,0,0,0,0,0,0,1,2,73.55,73.55,1,73.55,Low Value
0,1,0,0,23,1,0,1,2,0,0,0,0,0,0,1,0,75.4,1643.55,0,1734.2,Medium Value
1,0,0,0,72,0,1,0,2,2,2,2,2,2,2,1,0,65.55,4807.45,0,4719.599999999999,Medium Value
0,0,0,0,26,1,2,1,0,0,2,0,0,0,0,1,2,80.7,2193.0,0,2098.2000000000003,Medium Value
0,0,0,0,21,1,0,1,0,2,2,2,2,2,1,1,3,104.55,2239.4,0,2195.5499999999997,Medium Value
1,0,1,0,60,1,2,2,1,1,1,1,1,1,1,0,0,24.15,1505.9,0,1449.0,Medium Value
1,0,0,0,12,1,0,2,1,1,1,1,1,1,0,0,3,20.45,255.35,0,245.39999999999998,Low Value
1,0,1,0,16,1,2,1,0,0,0,0,0,0,0,1,2,75.4,1189.4,0,1206.4,Medium Value
0,0,1,0,63,1,2,0,2,2,0,0,2,2,1,1,1,79.7,4786.15,0,5021.1,High Value
0,1,0,0,22,1,0,1,2,2,0,0,0,0,0,0,2,81.7,1820.9,0,1797.4,Medium Value
0,0,1,1,32,1,0,0,2,2,2,2,0,2,0,0,0,76.3,2404.15,0,2441.6,Medium Value
0,1,0,0,3,1,2,1,0,2,0,0,0,0,0,1,2,79.4,205.05,1,238.20000000000002,Low Value
0,0,0,0,13,1,0,1,0,2,2,0,0,0,0,1,2,81.15,952.3,1,1054.95,Medium Value
0,0,1,1,68,1,2,1,0,2,0,2,2,2,2,1,1,103.75,7039.45,0,7055.0,High Value
0,0,1,1,30,1,0,1,0,0,2,0,0,2,1,0,2,86.45,2538.05,0,2593.5,Medium Value
0,0,0,0,16,1,0,1,0,2,0,0,0,0,0,0,0,75.1,1212.85,0,1201.6,Medium Value
1,0,0,0,33,1,0,1,0,2,0,2,0,0,2,0,0,80.6,2651.1,0,2659.7999999999997,Medium Value
1,0,1,0,72,1,0,2,1,1,1,1,1,1,2,0,1,19.3,1304.8,0,1389.6000000000001,Medium Value
0,1,0,0,4,1,2,1,0,0,0,0,0,2,0,1,2,84.6,360.1,1,338.4,Low Value
0,0,0,0,12,0,1,0,2,0,0,2,0,0,1,1,3,33.6,435.45,0,403.20000000000005,Low Value
0,1,1,0,4,1,2,1,0,0,0,0,2,0,0,1,2,83.25,308.05,0,333.0,Low Value
0,0,0,0,6,1,2,1,2,0,0,0,0,0,0,1,2,79.05,434.5,1,474.29999999999995,Low Value
0,0,1,0,65,1,2,1,0,2,2,2,2,2,1,1,1,108.05,7118.9,0,7023.25,High Value
0,0,0,0,15,1,0,2,1,1,1,1,1,1,0,0,3,19.9,320.45,0,298.5,Low Value
0,0,0,1,24,1,0,2,1,1,1,1,1,1,1,0,0,21.05,531.55,0,505.20000000000005,Low Value
0,0,0,1,13,0,1,0,0,2,0,0,0,0,0,0,2,30.15,382.2,0,391.95,Low Value
1,0,0,0,24,1,0,1,0,0,0,0,0,2,0,1,1,79.85,2001.0,0,1916.3999999999999,Medium Value
0,0,1,0,72,0,1,0,2,2,2,2,2,2,2,0,0,65.5,4919.7,0,4716.0,Medium Value
0,0,1,1,54,1,2,1,2,2,0,0,2,2,0,1,0,104.1,5645.8,0,5621.4,High Value
0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,0,0,74.4,215.8,1,223.20000000000002,Low Value
1,0,1,1,4,1,0,2,1,1,1,1,1,1,0,1,3,20.5,77.6,0,82.0,Low Value
0,1,1,1,32,1,2,1,0,0,2,0,2,0,0,1,3,91.35,2896.55,0,2923.2,Medium Value
1,1,0,0,35,1,2,1,0,0,2,0,2,2,0,1,2,99.05,3395.8,1,3466.75,Medium Value
1,0,1,1,35,1,0,2,1,1,1,1,1,1,2,0,0,20.5,759.35,0,717.5,Low Value
1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,44.95,85.15,1,89.9,Low Value
0,0,0,0,8,1,0,1,0,2,0,0,0,0,0,0,2,75.6,535.55,0,604.8,Low Value
1,0,0,0,22,1,0,0,2,0,0,2,0,0,0,0,3,55.1,1253.15,0,1212.2,Medium Value
0,0,0,0,15,1,0,0,2,0,2,2,0,0,0,0,2,58.95,955.15,0,884.25,Low Value
1,0,0,0,22,1,2,1,0,0,0,0,2,2,0,1,2,95.1,2162.6,0,2092.2,Medium Value
1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,44.7,44.7,1,44.7,Low Value
0,0,1,1,71,1,2,2,1,1,1,1,1,1,2,0,0,25.45,1813.35,0,1806.95,Medium Value
1,0,0,0,4,1,0,0,2,0,2,0,0,0,0,0,2,56.75,245.15,0,227.0,Low Value
1,0,0,0,25,1,2,0,2,2,2,2,0,2,0,0,0,81.75,2028.8,0,2043.75,Medium Value
0,0,1,1,32,1,0,1,0,2,0,0,2,0,0,1,2,86.1,2723.75,0,2755.2,Medium Value
1,1,1,0,7,0,1,0,2,0,0,0,0,0,0,0,0,29.8,220.45,0,208.6,Low Value
1,0,0,0,17,1,0,2,1,1,1,1,1,1,1,1,3,20.5,365.8,0,348.5,Low Value
1,1,1,0,8,1,0,0,2,0,0,0,2,0,0,0,0,60.9,551.95,0,487.2,Low Value
0,1,0,0,56,1,2,0,2,0,2,2,0,2,2,0,0,73.25,4054.2,0,4102.0,Medium Value
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.7,45.7,1,45.7,Low Value
1,1,0,0,8,1,0,1,2,0,0,2,2,2,0,0,1,100.3,832.35,1,802.4,Low Value
1,0,0,0,7,1,0,2,1,1,1,1,1,1,0,0,2,19.25,112.3,1,134.75,Low Value
1,0,0,1,3,1,0,2,1,1,1,1,1,1,0,0,3,20.85,60.65,0,62.550000000000004,Low Value
0,0,0,0,71,1,0,0,2,2,2,2,2,0,2,0,1,77.35,5550.1,0,5491.849999999999,High Value
0,0,0,0,2,1,2,1,0,0,0,0,2,2,0,1,2,96.0,174.8,1,192.0,Low Value
0,0,0,0,1,1,0,1,0,0,0,0,2,2,0,0,2,90.55,90.55,1,90.55,Low Value
1,0,1,0,49,1,2,1,2,2,0,0,2,0,0,1,0,93.85,4733.1,0,4598.65,Medium Value
1,0,0,0,58,1,0,0,0,2,2,2,2,0,2,0,0,70.1,4048.95,0,4065.7999999999997,Medium Value
1,1,1,0,44,0,1,0,0,2,0,0,0,0,0,1,2,30.35,1359.7,1,1335.4,Medium Value
0,0,1,1,59,1,0,0,0,2,0,2,2,2,2,1,1,75.95,4542.35,0,4481.05,Medium Value
1,0,0,0,71,1,2,1,2,0,2,2,2,2,2,1,2,108.05,7532.15,1,7671.55,High Value
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.9,69.9,1,69.9,Low Value
0,0,0,0,11,1,2,1,0,0,0,0,0,0,0,0,2,75.25,888.65,0,827.75,Low Value
1,1,1,0,62,1,2,1,0,2,2,0,2,2,1,1,2,103.75,6383.35,1,6432.5,High Value
0,0,1,1,35,1,0,0,2,0,0,2,0,0,1,1,0,54.95,1916.0,0,1923.25,Medium Value
0,0,0,0,20,1,0,2,1,1,1,1,1,1,0,1,0,19.5,413.0,0,390.0,Low Value
1,0,1,1,40,1,0,2,1,1,1,1,1,1,2,0,3,19.6,808.95,0,784.0,Low Value
0,0,0,0,39,1,0,0,2,0,0,0,0,0,1,1,2,47.85,1886.4,0,1866.15,Medium Value
1,0,0,0,1,1,2,1,0,0,0,0,0,2,0,1,2,86.6,86.6,1,86.6,Low Value
0,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,0,23.75,1679.25,0,1710.0,Medium Value
0,1,1,0,33,1,2,1,0,2,0,0,0,0,0,1,0,80.6,2656.5,1,2659.7999999999997,Medium Value
0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,43.8,540.95,0,525.5999999999999,Low Value
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,0,19.75,19.75,0,19.75,Low Value
1,0,0,1,27,1,0,2,1,1,1,1,1,1,0,0,3,19.15,537.35,0,517.05,Low Value
1,0,1,1,34,1,0,2,1,1,1,1,1,1,1,0,1,19.6,678.8,0,666.4000000000001,Low Value
0,0,1,0,56,1,0,1,2,0,2,0,0,0,2,0,0,80.3,4513.65,0,4496.8,Medium Value
0,0,0,0,58,1,2,2,1,1,1,1,1,1,2,0,1,24.35,1423.85,0,1412.3000000000002,Medium Value
0,0,1,1,22,1,2,2,1,1,1,1,1,1,2,0,1,25.25,555.4,0,555.5,Low Value
0,0,1,1,10,1,2,2,1,1,1,1,1,1,2,0,1,26.1,225.55,0,261.0,Low Value
1,0,0,0,13,1,0,2,1,1,1,1,1,1,2,0,1,20.0,268.45,0,260.0,Low Value
0,0,0,0,35,1,2,1,0,2,0,2,0,0,0,0,1,85.3,2917.5,1,2985.5,Medium Value
0,0,0,0,34,1,0,1,0,0,0,0,0,0,0,1,1,70.0,2416.1,1,2380.0,Medium Value
0,1,0,0,4,1,2,1,0,0,0,0,2,2,0,1,2,94.3,424.45,1,377.2,Low Value
1,0,1,0,72,1,0,2,1,1,1,1,1,1,2,0,0,20.7,1492.1,0,1490.3999999999999,Medium Value
1,0,0,0,2,1,0,0,0,0,0,2,2,2,0,0,2,70.3,132.4,0,140.6,Low Value
0,0,0,0,7,1,0,1,0,0,2,0,2,2,0,1,2,95.35,660.9,1,667.4499999999999,Low Value
1,1,1,0,27,1,2,1,0,0,0,0,0,0,0,1,2,75.5,1893.95,1,2038.5,Medium Value
1,0,1,1,4,1,0,1,0,0,0,0,0,0,0,1,3,69.55,284.9,0,278.2,Low Value
0,0,0,0,37,1,0,2,1,1,1,1,1,1,2,0,3,19.85,784.25,0,734.45,Low Value
1,0,0,0,21,1,0,2,1,1,1,1,1,1,0,0,3,20.0,417.7,0,420.0,Low Value
0,1,1,0,53,1,2,1,0,0,0,0,2,2,1,1,1,95.85,5016.25,0,5080.049999999999,High Value
0,0,0,0,18,1,2,1,0,0,0,2,0,2,0,1,2,90.1,1612.75,1,1621.8,Medium Value
0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,2,68.95,119.75,1,137.9,Low Value
1,0,1,1,32,1,2,1,2,0,0,0,2,2,0,1,1,99.55,3204.65,1,3185.6,Medium Value
1,1,1,0,23,1,0,2,1,1,1,1,1,1,1,1,2,20.75,485.2,0,477.25,Low Value
1,0,0,0,3,1,0,0,2,0,0,0,0,0,0,1,3,50.15,160.85,0,150.45,Low Value
0,0,1,1,71,0,1,0,2,2,0,2,2,2,2,0,3,58.65,4145.25,0,4164.15,Medium Value
1,0,0,0,9,1,0,1,0,0,0,2,2,2,0,1,0,95.9,827.45,0,863.1,Low Value
0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,2,49.5,49.5,0,49.5,Low Value
1,0,1,1,18,1,0,0,0,0,2,0,0,2,0,0,2,57.45,990.85,1,1034.1000000000001,Medium Value
1,0,1,1,12,1,0,0,0,0,0,0,0,2,1,0,1,53.65,696.35,1,643.8,Low Value
1,0,1,0,71,1,2,0,2,2,2,2,0,2,2,1,3,80.1,5585.4,0,5687.099999999999,High Value
0,0,0,0,64,1,2,2,1,1,1,1,1,1,1,1,0,24.4,1601.2,0,1561.6,Medium Value
1,0,0,0,4,0,1,0,0,0,0,2,0,2,0,1,2,40.05,162.45,0,160.2,Low Value
0,0,0,0,23,1,0,2,1,1,1,1,1,1,0,1,3,19.5,470.2,0,448.5,Low Value
0,0,1,1,39,1,0,0,2,0,0,0,0,0,0,0,1,51.05,2066.0,0,1990.9499999999998,Medium Value
1,0,1,0,28,1,0,0,2,0,0,2,0,0,1,0,3,54.35,1426.45,0,1521.8,Medium Value
0,1,0,0,5,1,0,1,0,2,0,0,2,0,0,1,2,84.7,392.5,0,423.5,Low Value
0,1,1,0,45,1,0,1,0,0,2,0,0,2,0,1,2,86.1,3861.45,0,3874.4999999999995,Medium Value
1,0,0,0,37,1,0,1,0,0,0,0,0,0,0,1,3,70.35,2552.9,0,2602.95,Medium Value
0,1,1,0,60,1,0,1,2,2,2,2,2,2,2,1,0,110.0,6668.35,0,6600.0,High Value
1,1,0,0,8,1,2,1,0,0,2,0,2,2,0,1,2,100.6,819.4,1,804.8,Low Value
0,0,0,0,47,1,2,1,2,0,2,0,2,0,1,0,1,94.9,4615.25,0,4460.3,Medium Value
1,0,1,1,26,1,2,1,0,0,0,0,2,0,0,1,2,83.75,2070.6,1,2177.5,Medium Value
0,1,1,1,3,1,0,1,2,0,0,2,2,0,0,1,3,88.3,273.75,1,264.9,Low Value
0,0,1,1,50,1,0,1,0,0,0,0,0,0,0,1,0,69.75,3557.7,0,3487.5,Medium Value
1,0,1,1,27,1,2,0,0,0,0,2,2,2,0,0,0,71.6,1957.1,0,1933.1999999999998,Medium Value
0,1,0,0,8,1,0,1,0,0,2,0,2,2,0,1,2,92.1,729.95,1,736.8,Low Value
0,0,1,0,62,1,2,2,1,1,1,1,1,1,2,0,0,23.65,1416.75,0,1466.3,Medium Value
0,0,1,0,71,1,0,0,2,0,2,2,2,2,2,0,0,81.85,5924.4,0,5811.349999999999,High Value
1,0,0,0,66,1,2,2,1,1,1,1,1,1,2,0,3,25.1,1697.7,0,1656.6000000000001,Medium Value
1,0,1,1,68,1,2,1,2,2,2,2,2,2,2,1,0,114.7,7849.85,0,7799.6,High Value
0,0,0,0,13,0,1,0,0,0,2,0,2,2,0,0,2,49.15,649.4,0,638.9499999999999,Low Value
1,0,1,0,56,1,0,1,0,0,0,0,0,2,1,1,2,80.9,4557.5,0,4530.400000000001,Medium Value
1,0,1,0,38,1,0,1,2,2,0,0,0,0,0,1,2,79.45,3013.05,1,3019.1,Medium Value
1,1,0,0,14,1,0,1,0,0,0,0,2,2,0,0,1,90.45,1266.1,1,1266.3,Medium Value
0,0,0,1,16,1,0,2,1,1,1,1,1,1,1,1,0,19.3,360.35,0,308.8,Low Value
0,0,1,1,14,1,0,1,0,0,0,0,0,0,0,0,2,70.2,1046.5,0,982.8000000000001,Low Value
1,0,1,1,32,1,0,1,0,0,0,0,0,0,0,1,0,69.75,2347.9,1,2232.0,Medium Value
0,0,0,0,8,1,0,0,2,0,0,2,0,0,1,0,0,54.25,447.75,0,434.0,Low Value
0,0,1,1,43,1,2,1,0,0,2,0,2,2,0,1,0,99.3,4209.95,0,4269.9,Medium Value
0,0,0,0,52,1,2,0,2,0,2,2,2,0,1,0,1,74.0,3877.65,0,3848.0,Medium Value
1,0,0,0,3,1,0,0,0,0,0,2,0,0,0,1,3,50.25,152.3,0,150.75,Low Value
1,0,0,0,29,1,0,2,1,1,1,1,1,1,1,1,3,19.8,572.2,0,574.2,Low Value
